10000 50000
566 6188 54.9275
3698 4438 55.1779
9249 7918 41.8663
9916 4499 80.2164
6321 933 90.4745
5929 7497 90.7219
500 7384 81.2144
8152 6505 12.0776
9421 7770 35.2069
6838 6320 61.3469
479 885 36.1642
3210 6957 15.3203
8022 8717 11.8308
4979 9754 4.97926
895 5906 61.3317
9135 590 86.8877
295 3085 77.9225
1529 9298 73.8431
8621 4398 90.0898
3769 1606 44.7359
9541 8108 13.266
1638 1655 45.612
4054 9345 75.1248
2556 4799 10.1571
6862 5372 82.3705
6516 4077 22.1781
5032 2705 5.19089
4632 9351 8.66456
4924 4638 76.2917
7100 2630 21.3392
8890 4712 50.9096
2254 8957 6.21561
3958 5393 10.4317
3652 6913 7.71424
4034 6267 59.6302
5069 9819 95.3374
6461 4566 80.201
9234 261 84.8337
2123 1328 38.4776
3889 8200 43.363
9506 9004 75.7399
6227 2783 83.7355
643 1870 46.7726
3688 8757 16.881
8072 9271 38.6987
431 3967 26.4006
7710 1502 9.01557
2458 9406 5.8412
926 6278 90.8584
6412 9051 99.2597
6045 172 3.92012
3557 7326 78.0993
3549 5155 70.2515
3722 1979 28.5816
7064 2557 19.1524
2780 6034 23.0865
5031 6787 75.1142
4845 6000 57.356
4453 6989 21.1968
9926 223 76.3794
1614 5470 3.10218
4133 1220 90.6681
9192 7172 23.9926
1005 3683 48.333
3024 6916 44.8964
9701 4283 14.5167
173 2586 87.0986
371 9094 52.0458
6041 9653 55.0534
5714 3685 44.9214
3661 5292 6.73264
8317 1132 58.9074
5686 7055 61.5728
3840 9275 51.1385
7955 7159 80.7086
2125 154 26.3764
907 3453 87.1068
8024 4511 38.8615
7859 2699 44.7201
1654 8813 65.7448
4965 7091 25.5899
1914 8205 20.7835
8407 8885 10.0638
237 539 64.2601
9097 6616 82.6197
9912 5666 18.5525
7644 1404 71.2095
3264 9337 68.7979
3061 2876 49.7817
7117 7939 2.93744
6942 4781 88.5067
1355 388 17.5778
4853 1112 60.919
7902 5426 4.54344
6623 5255 77.8755
9980 7402 5.03272
5990 1989 88.8342
3748 5577 56.2936
2131 2067 46.5201
4396 5142 4.71956
5925 7986 31.841
2132 1117 29.9667
9865 9310 6.32299
9176 451 21.5211
9770 6088 62.4969
5124 588 72.2576
3137 8728 90.6847
297 7552 47.7899
8642 38 80.4242
4258 1097 17.6182
2286 848 51.566
3787 9563 94.5035
3441 6943 25.0641
9996 262 31.5911
4938 7164 97.3826
7788 9194 31.0111
5501 1135 77.1862
9309 8135 97.3746
9055 214 13.059
5424 4879 61.5103
7562 7162 42.2835
1802 5289 53.988
2765 8039 35.9933
6863 8208 46.9338
3684 6579 72.469
6632 7771 64.5497
9012 5617 72.9668
2324 6241 12.9702
9942 2920 74.6518
7816 9862 39.5762
9709 9439 39.3314
5150 9266 65.3972
9467 7571 29.3283
3535 4680 37.5984
6650 5643 60.7919
3926 7435 45.6454
4202 7161 62.8344
8132 6817 64.9729
2277 1882 51.1736
1114 2778 4.6108
3812 9423 62.8222
5534 5864 23.3819
242 1092 63.6987
8019 3819 19.2247
1017 8421 1.50978
504 5497 88.4163
1709 5148 75.7317
5985 6822 72.0115
9345 5760 66.6066
9211 9753 76.152
134 8360 33.1914
7148 7809 30.186
9219 1766 46.3929
1941 3540 65.2784
2992 1379 6.13065
478 9373 71.3823
6316 8304 50.323
8222 1554 17.6711
8003 6659 43.5295
1166 8061 27.8842
8083 7311 25.1169
68 137 96.28
5537 9796 61.8097
3734 2157 72.5102
3106 4236 79.5426
2355 8446 71.6995
5288 2140 70.5023
4165 5974 25.6752
2294 3840 77.5752
8266 7382 10.2992
1540 8230 87.6333
4556 9717 76.1465
4101 4611 98.8613
1102 8690 96.492
2713 5374 67.1958
8691 9158 39.2358
7673 9013 91.5601
3076 7676 58.9297
9357 9957 25.9818
7162 4343 99.359
8692 7590 76.944
6152 768 44.8414
452 8918 69.0624
2687 985 94.8914
1421 7355 30.6542
6504 3742 76.8474
4190 4582 39.2184
4175 574 80.8344
2009 363 11.7142
2830 28 41.1326
9856 3878 30.8024
8898 3660 4.04884
1812 3630 34.8283
7529 3973 95.8103
9045 4487 53.813
4596 8656 88.2886
3785 3647 81.0162
225 3125 38.6455
2552 3115 69.5618
6447 5969 92.1355
8552 8125 70.1853
1043 9064 75.1643
5254 1981 69.6045
7617 4496 67.6447
8311 547 85.2428
9544 7564 12.2732
6418 8187 74.252
4462 9582 99.7615
3731 2255 38.6579
4574 9818 66.3752
2981 8095 16.5857
7137 5741 61.5125
5342 49 99.3855
9937 8422 59.2451
2501 9458 0.387274
4118 5695 45.4758
7148 9907 24.0995
7288 6210 94.5103
8692 7223 27.9084
4264 8241 34.9313
9379 3336 24.4533
3691 6570 2.54536
3480 3527 11.6761
8724 8740 98.2686
4268 8652 20.0711
4861 9143 44.8971
2831 2683 45.1876
9278 2159 9.40631
6491 8109 89.0368
4578 2369 8.74164
3118 5820 85.4855
1522 2692 78.1505
622 689 4.11834
9139 2013 43.8197
2451 2830 88.8729
9795 8297 92.7952
1464 46 17.934
173 3320 68.2896
5923 733 33.1284
1085 1232 2.39002
9202 548 72.4472
1057 6191 91.4767
8192 665 12.3627
8551 4826 99.5078
1123 6328 23.019
7596 3071 12.8873
4056 5335 83.2731
8437 3697 44.9526
6783 1317 89.1031
6172 1433 35.3677
4726 1621 85.1597
4471 1134 81.939
9700 1280 37.1846
979 1458 48.1753
2832 8166 2.24816
6492 4255 14.7315
9369 9956 40.3368
141 917 23.4497
7509 4263 99.2468
5905 7018 88.8734
8232 7954 33.1712
9432 4362 21.944
4536 9760 17.0317
60 4906 2.50317
7259 1968 61.0852
9213 4960 6.23002
5925 1495 15.9516
6896 9008 57.0597
5832 9964 0.733146
1949 9688 86.4723
4102 1381 8.9786
3008 8702 23.7522
7964 3208 92.6136
6293 3140 70.7014
5186 6608 53.3185
3620 3139 40.51
5120 4065 88.7509
1581 1389 10.8423
3714 972 31.1513
9341 7494 1.71146
6934 5411 5.76046
9007 2693 47.2944
4889 9112 80.7974
8337 234 40.6639
1858 121 90.9999
8650 6616 65.3515
5519 5939 66.0831
3172 7833 6.4079
7152 1860 64.262
729 6827 45.007
5915 3594 35.2434
5272 9236 46.0402
6858 6396 81.0733
8844 680 85.113
7867 3926 70.3118
9055 8738 70.4736
3984 1691 87.225
3185 478 45.8709
6952 4713 13.4968
3468 8611 58.6877
7914 8975 59.4023
9168 6790 91.7945
3435 301 88.2945
2279 977 4.89409
3104 3013 34.3068
2189 9873 96.9824
1332 8354 56.6769
8198 5937 56.434
4227 9017 20.568
9399 5543 22.8023
2542 7175 38.8209
9744 6903 18.4946
8175 1499 73.2757
9028 4100 8.60194
7295 9091 73.1161
3621 2587 14.0866
1499 350 7.42182
6739 4230 45.3717
27 7009 29.6199
2246 5491 70.9671
6333 2310 83.6945
5751 5726 7.61301
6326 5168 72.0039
2041 9850 91.2064
927 3888 38.1114
7294 9414 48.53
7230 8244 64.6752
6106 1361 5.02526
5247 7330 26.4177
877 3143 35.0743
8232 1750 96.513
9350 1178 15.7016
5482 8654 53.8307
3252 7854 79.272
6042 5120 36.2676
520 9484 38.0457
4798 2910 40.7674
4813 4742 97.8846
5908 4964 57.739
1103 4460 95.8664
1971 9009 32.064
6895 6726 34.883
2984 3055 97.051
1907 5031 46.312
9664 6546 15.5499
5727 6532 48.0139
5574 1961 8.02896
8446 5209 80.5023
5634 5499 99.5874
9520 8658 21.5044
6808 9288 73.9841
4179 1555 54.0185
6206 5989 37.8952
8356 8116 84.2617
2199 4765 65.8225
9435 6668 36.0744
9612 1247 51.5271
9443 3079 36.1636
6479 640 6.07685
934 8370 57.4082
8585 4 49.881
5848 6850 50.5809
9609 4937 38.5933
3122 7147 23.2382
9894 4140 60.6833
3490 9152 29.0246
971 8054 85.4881
6052 3531 99.9771
1200 1445 54.4495
5892 7355 24.4792
9511 8539 67.8574
1053 6013 89.3126
2955 7775 32.0559
444 8848 11.1061
5963 5952 24.0742
8502 3085 10.5919
9686 5461 28.7544
7105 4064 16.5295
9621 953 5.33414
184 5368 56.7215
3001 9547 92.0796
473 4739 26.123
9944 9087 63.6015
50 1717 42.3709
923 3852 96.2998
2499 3990 68.4412
6685 8582 14.0746
454 2705 65.1042
9459 1288 65.265
2485 272 24.5213
2165 3096 63.037
3534 3165 16.723
9152 5861 83.9592
2525 3092 49.3577
2939 1542 84.6587
8207 5776 60.9106
560 7447 2.07338
6385 9706 3.73726
336 9567 89.3995
1593 3090 61.0931
7331 898 58.9261
3338 3859 36.1043
7764 5504 9.68155
3757 5083 84.2773
4568 7113 29.3995
1726 5936 66.7333
7439 890 65.9651
6723 1614 83.3167
3949 1321 17.6982
3787 7985 63.2823
4335 703 77.4047
8649 9891 67.9109
4760 3412 47.0157
4760 4696 27.0035
7779 8157 84.3521
255 676 35.812
8190 1190 76.5758
1326 3844 25.8921
6598 6611 94.807
6380 898 67.7624
1113 6259 50.9075
706 6470 87.7933
3525 2181 94.6007
1052 3140 78.9554
7648 1260 4.12041
4713 9976 18.1203
9723 1348 14.1812
3825 1519 19.2877
7077 1896 45.1536
5458 1672 49.6363
5354 4632 97.9768
1023 6959 80.3834
2209 4516 39.5756
8895 1115 18.1017
1670 621 98.2594
6689 1759 72.8909
2456 6413 65.0122
2275 2193 62.9959
9886 746 71.5166
2024 7188 28.8987
1244 4803 8.30321
8926 4243 66.7141
8371 6599 2.84168
916 5779 34.9748
1276 2339 37.9111
3023 2362 60.3487
6053 4415 85.5823
6867 5053 7.82238
9622 7952 94.8286
3150 6635 13.1405
8060 1938 83.5069
3865 427 9.76674
1224 659 32.7404
2933 612 26.0564
4937 8303 17.723
4677 8364 26.01
7745 5088 30.4838
9261 6926 70.527
1134 2732 74.1862
7331 4300 14.438
6121 7884 65.8825
4318 4003 36.0215
9855 2953 15.2089
6346 4050 87.9567
4995 9563 82.2726
9333 171 85.8243
7992 4657 33.5845
5325 9675 21.9103
7500 9427 34.9021
4925 6959 2.91309
7454 465 57.8298
965 9568 41.089
9060 6838 43.0182
9708 859 30.7233
7238 7648 10.3145
3821 5649 41.4506
9801 5492 15.1115
1201 147 71.3306
1287 8408 73.4882
1334 4581 87.6846
2217 7495 9.27801
7182 9674 11.8506
7800 9868 19.0915
6268 1880 15.1006
2502 6654 96.6912
2254 2494 64.0023
5176 3171 17.4882
9717 6169 11.8221
5271 5956 54.1891
2936 7591 67.4697
9735 4698 80.4693
2459 4152 76.5725
9289 6836 3.74567
2360 2031 31.0904
9843 8585 35.3009
2742 1807 42.2393
7636 2068 61.5546
5191 5742 84.2868
6614 5770 27.6632
7094 7882 96.1108
8479 3083 9.14105
7507 4465 7.83016
490 6884 40.9311
9567 1800 11.5373
258 3568 41.135
812 2663 14.1913
8746 3979 42.591
7618 4717 99.0415
5816 7261 77.1201
1805 9225 65.8725
6989 342 53.0256
2984 8847 6.41341
6543 5399 80.1104
2106 8061 30.4824
3229 4974 38.1905
5450 486 4.25385
8692 5008 19.9182
6927 9942 87.4835
1272 3387 72.9172
2678 7307 99.6267
3468 7055 19.3569
7946 9803 75.5563
3922 130 8.18819
2226 7121 23.9858
9413 1722 5.89124
8313 6537 57.821
2706 8617 37.5745
2754 9509 93.4073
5586 5276 71.4092
1053 2347 72.846
1592 8005 80.4267
4103 1010 91.9553
4148 447 42.3118
2430 9589 25.6363
9548 745 12.7495
7897 69 71.6984
6538 3827 32.2873
3396 1536 23.0058
4822 9339 86.708
6580 5382 12.1258
9695 6019 4.30193
9691 1596 63.4158
3741 7811 81.1972
7747 2690 66.8882
7203 7358 93.9455
6136 5512 93.4071
3407 5342 91.5749
1585 5678 15.3065
9229 8103 91.5791
5615 4119 99.7053
6049 6748 82.0367
7840 1761 21.834
2830 9442 24.884
6586 924 96.2064
7405 2639 43.976
4444 9922 81.8469
4092 9308 69.6883
3131 92 64.5132
4125 5732 87.5032
625 763 1.98654
9508 6581 45.3938
6450 8888 45.5429
9395 5479 16.9241
8731 1674 34.7927
6161 8526 51.0027
4580 3552 10.7166
6829 9291 25.1816
5914 3920 0.365264
6112 5325 77.1369
9131 178 73.2766
392 3323 45.4863
1581 8834 94.8601
7570 4523 51.8332
4127 1305 54.6358
5909 2359 42.7103
6589 917 31.4526
8257 6947 35.3919
6084 6264 4.80828
5369 2163 96.6333
3131 4442 73.8875
7530 646 20.4982
9693 1157 0.983327
5602 8716 74.4666
3757 9862 47.9557
9880 8506 19.9908
2219 7908 13.8524
1920 5254 62.3827
4804 3019 32.7666
7266 4105 27.6441
8605 8243 49.4476
9166 944 67.2871
464 9669 46.7627
3140 4681 47.6015
8672 4748 8.10434
4677 3984 23.4007
4729 769 46.3548
346 7242 84.1711
5463 9261 41.2044
9374 1861 88.7355
3935 9570 7.81755
6226 5710 53.1362
4379 6684 25.3855
9241 2292 38.3142
2167 4841 44.8822
2663 8975 89.5952
1097 4234 55.021
6157 5272 41.2569
1686 1611 81.2159
9712 5 42.8028
4601 6027 41.0727
5155 4219 56.6898
2767 7807 29.4963
5796 9145 52.8886
2601 8498 85.0674
680 2114 20.9839
5757 7973 33.8537
6989 3426 22.7511
1823 2367 33.5711
5804 1011 72.7537
5205 4412 20.2317
8633 3971 78.8948
6431 694 25.5359
4244 5684 1.83013
7786 4024 63.2438
80 8837 50.7028
5764 2642 11.6794
6860 1474 80.6453
2863 9971 36.6336
4503 2773 15.6878
3867 5966 9.09665
419 3779 94.3192
5652 4600 81.3342
1078 9945 46.1089
588 6799 11.2216
1544 1600 36.8837
263 5355 47.3981
9996 4822 72.3011
1526 6110 98.5746
3921 5558 20.506
4200 1142 18.6113
6189 5 44.7044
3158 9420 75.5257
9553 3670 84.6284
1864 8932 80.2113
101 6229 61.3684
9335 1120 21.6327
2403 1409 9.56194
3059 3015 10.4153
959 5498 42.0255
1957 9014 98.4352
5900 9126 46.6426
9348 426 18.5614
6674 2240 95.8261
1067 635 87.4494
8075 2179 39.342
2797 6188 72.6317
6088 8163 49.5344
4749 7790 87.1742
4243 7320 45.1224
893 340 74.9841
7683 7976 60.3695
2010 5264 9.96222
5441 6535 20.3773
1572 7720 99.2795
4965 7819 23.2062
1364 3940 30.5651
1683 7696 14.6136
1677 2361 58.8383
847 9400 90.9326
2328 2689 93.3883
7495 2446 0.621509
7860 426 38.9446
3805 5391 67.1843
9704 2496 87.3766
8766 126 70.9043
7730 2070 48.0469
2794 4591 50.1954
8661 8009 88.3303
7525 6846 77.3342
7226 1832 3.77302
227 6063 63.3791
5030 1646 35.1653
795 6225 78.7938
9447 5186 87.5984
3707 7279 64.046
8972 1483 73.6923
3884 2589 84.5316
7288 7685 73.769
6274 1373 66.192
8908 7110 81.7033
5437 5964 26.9909
387 5212 27.6523
1854 7540 95.9052
1290 5627 44.9593
7444 9428 25.0399
5509 9904 2.79582
3280 3542 28.0296
6175 6271 18.9737
2383 4404 73.3091
1893 1264 78.0436
7111 6582 46.5785
4345 3554 58.7917
7899 2726 74.6331
8887 2960 80.0233
1901 5392 24.383
1600 4664 11.9432
126 7793 64.7479
4345 4734 64.4851
7257 6727 26.0536
6456 5807 71.0886
1833 5956 85.6449
5215 5739 61.7178
2727 6362 4.24809
1655 4349 68.0962
5994 6243 21.4838
7225 8602 65.6623
414 4094 39.7818
5019 9790 72.3269
23 3380 2.55486
7946 9963 37.4532
4940 3235 21.1781
5997 7625 1.33626
6960 388 60.9738
6803 2162 38.577
7251 4238 26.202
6817 3578 95.6149
9300 1024 0.827027
8610 2973 31.7004
2777 7726 86.5868
195 1822 21.0811
6078 3660 21.7718
4106 8856 72.8771
9470 9688 21.4387
1005 9301 25.5031
6662 5427 54.6156
5764 9541 67.6697
6520 7899 51.7411
2478 7812 28.5814
2685 3963 32.4733
6211 1372 75.7954
6292 4577 22.7127
3076 809 96.961
9297 748 59.8154
791 3403 63.997
1875 6004 57.719
2615 1730 52.8393
6281 2954 34.1096
1283 151 66.2473
6329 2110 72.8871
2294 8653 15.5214
4590 4325 51.3364
2821 8297 42.8704
3560 7726 48.3118
4989 541 58.5688
3954 9309 82.7891
4454 7691 33.84
9019 5634 19.064
3809 5199 47.7813
2628 7121 85.7196
2204 9439 98.1178
3980 5131 1.94023
1356 3714 59.0783
5440 6542 30.3194
6776 4419 35.1265
4825 1290 54.69
1346 1167 4.87673
3160 5697 83.1232
8950 302 21.3695
8616 9522 98.7729
7929 9821 33.695
7019 855 1.59586
6047 2690 48.5465
3776 2366 33.3637
9029 6816 82.8942
139 5795 36.8935
1818 2662 5.48256
7103 7216 75.3224
9430 2833 12.4911
6603 705 17.2504
502 4853 34.5014
9032 4338 93.2295
9324 6620 45.3692
5029 8343 33.5846
2294 2184 45.0374
5905 3858 1.83199
996 5905 75.2671
2713 9299 69.9971
8594 3423 48.1825
7088 5506 68.9997
5319 9694 92.4756
5301 1141 88.6956
7456 7133 92.9605
1072 8219 77.3368
5258 3138 74.7862
4810 2044 42.44
2230 494 27.5855
3805 5468 46.5205
6668 5703 43.6946
7484 2435 69.9879
3228 7775 47.0549
67 807 72.3118
1034 9202 15.353
5332 236 12.9145
2348 273 7.0675
2346 1442 10.7066
4969 1846 96.4927
6558 8795 17.5791
9563 4695 1.63423
5329 3073 79.0292
3302 7574 0.515372
8580 161 60.7305
3345 8845 79.9857
6768 5630 92.0614
8714 7635 7.14742
1389 6291 83.4012
3212 7678 0.412887
1900 3579 91.0843
1379 3562 93.8578
7224 8333 5.91567
7300 3382 84.0393
2915 2105 36.94
3882 8413 91.4559
8606 641 16.17
5358 2972 8.88102
9512 8749 35.3069
1409 2383 4.05324
1479 7627 31.6124
5568 7397 8.15727
6345 5070 75.9362
7581 6330 95.1714
8195 8867 2.44617
9227 3831 92.3457
992 9243 76.2927
6200 5117 75.6362
4270 1265 5.17178
574 2029 4.04528
4386 7160 15.2389
4111 1636 51.5
4941 7713 58.2326
2160 8561 95.8055
4602 7164 1.25661
3962 7375 97.3001
2653 2246 78.4454
3067 3362 58.2088
6012 2437 12.1825
9260 6305 18.1989
5845 8100 79.3946
5159 259 63.5935
9647 7071 27.2013
8498 9285 55.5813
215 1813 9.52124
3677 3035 79.6251
2279 4703 60.7489
2911 7696 87.6242
4995 3815 97.1366
9002 6877 56.0509
6388 9182 81.8283
8936 3873 2.11789
5442 1227 28.6879
5503 1498 87.6835
5214 2121 17.1524
1751 434 54.7979
8735 2487 36.5253
2347 1846 56.6312
6812 9838 86.3408
1212 5247 13.1732
9312 9892 45.7085
120 5257 72.6026
5422 7866 39.487
6526 8084 34.8845
3254 7876 77.0228
7488 5823 47.5474
1197 3587 38.8705
7852 3223 9.05879
1844 9488 37.8415
2056 6862 43.7701
5058 5880 76.6586
7265 7072 69.2492
3669 6187 65.3728
6174 1905 99.7776
4051 7018 23.4036
9206 1884 27.4778
1167 4326 32.1179
8348 2835 48.546
7351 3235 86.2521
3503 3216 86.6352
7689 786 90.5192
7607 5463 7.62132
5695 7763 5.71804
8121 2732 4.53633
9112 5596 22.6206
5234 4309 10.8169
1921 6568 22.695
5327 8903 91.7688
1885 680 54.9943
4547 8371 46.0011
745 5967 5.88106
6484 668 77.5825
7047 4821 24.7273
7526 7422 96.9715
1412 2055 93.2974
9474 1627 58.1141
1500 1211 1.38114
1216 5407 11.9262
1463 6999 28.0003
9582 1382 77.2641
7470 3885 21.3976
2759 5688 14.8454
2130 6688 86.0828
4833 1203 99.5772
7108 4090 13.7977
3067 4405 91.5859
8911 3044 49.1363
639 1175 39.0712
977 9314 48.5088
1125 6701 13.7875
9960 8794 31.5215
9037 1557 50.8987
813 1091 9.69525
1946 3491 54.5371
7890 8320 69.9686
9175 6705 48.1326
8119 9564 66.0481
8300 5105 41.0157
4176 5856 84.0574
9978 8695 28.9441
3090 6248 87.2829
1600 793 44.5442
9090 2449 31.9446
6523 1233 65.7682
9261 1969 7.06861
6569 4753 35.3625
6933 9879 42.17
9104 5810 30.722
6605 6621 30.2531
811 1670 3.01375
6276 3328 40.8708
7042 1737 38.8654
8356 5254 81.0129
1221 4829 87.764
3610 1531 55.3572
8468 7085 98.0323
5521 636 40.4579
4630 1901 51.2438
7053 9462 26.2639
4981 1744 53.8338
7620 473 43.6855
2253 254 94.3367
1250 3688 43.6637
1917 736 81.3419
1961 4671 71.4027
7063 3140 5.18425
7556 6770 26.0711
9378 6873 96.1504
2208 7896 11.3371
4311 5549 69.1599
6471 9267 61.8663
2575 5600 23.4019
6794 1643 41.0573
2978 397 90.5779
1693 5372 66.9957
7587 7845 13.7978
7285 6416 74.4295
2651 6945 17.0535
372 9280 50.3152
6310 3061 18.1928
3434 7356 49.9488
4715 6793 32.3514
3877 9872 84.9972
8301 2370 64.8642
5422 1652 52.8485
8935 3168 51.0644
1502 5597 22.5607
6521 8954 80.2925
5463 2295 67.8829
4664 6213 47.4799
4274 2467 58.8873
9965 9160 72.7003
302 4628 53.0342
3355 5625 29.0751
393 5919 40.8058
8616 1239 35.0735
1867 6687 18.0378
3046 9955 65.3935
9019 1554 86.8615
5211 9338 49.3643
9825 6634 54.2131
9329 817 84.6076
8038 8192 35.8543
120 1270 32.1748
9055 1634 61.9946
7471 2646 95.1982
6109 257 23.7662
1297 8508 36.1438
5180 4600 63.7831
8139 7236 24.6269
6134 6816 15.3035
8644 2092 4.31565
1363 3386 36.6423
2173 6989 22.8408
9158 7443 53.9056
5344 7138 7.79937
7 673 79.9152
2388 9001 36.6994
2323 2994 23.4611
6064 3478 84.634
9889 8011 85.8528
6024 8913 25.9082
4698 1665 32.0251
7896 941 60.4184
4968 5381 68.0934
8148 5800 0.362076
4127 3261 13.6938
542 8587 78.0351
6138 7121 49.5342
652 1525 18.6568
7500 6104 29.9464
2767 3797 54.0559
7627 7526 99.1785
9473 7883 97.1953
9747 81 29.4932
9212 5042 41.5119
3468 6166 94.2427
1416 6641 40.0965
7896 702 27.1588
7552 3579 85.3333
3348 5541 59.5116
1809 6249 67.719
1967 1354 39.5905
9043 8719 47.0659
4078 6333 2.41456
9126 7830 69.5211
992 3923 25.5266
8720 1790 78.4662
7265 3840 76.3995
1980 8610 25.4351
761 472 3.7808
2649 2358 65.9434
7574 8399 61.7891
8412 3841 72.7574
3448 7728 89.2476
6130 2176 35.7444
961 54 8.87546
6228 1184 47.466
1497 7041 41.9898
1201 1067 2.80885
5464 6769 98.6596
9579 5736 98.9915
2763 6389 42.4982
2385 3811 3.63949
1021 265 52.185
5257 1075 81.8453
1293 8963 9.06167
6997 4156 94.5328
6413 6835 47.5951
5630 8250 88.7436
563 6859 89.6985
3296 5894 3.42381
8983 3544 47.4335
6065 8314 64.0602
9120 6123 28.5302
2121 4075 97.2642
7298 1715 19.4648
3265 8618 62.8097
4952 4285 12.0798
6149 6193 35.9623
7302 2455 82.0109
9312 8150 27.3132
5397 8237 90.8643
2153 31 42.0284
7430 3644 73.803
6093 6424 28.7822
7162 1678 84.9493
7152 5013 64.5482
3123 9126 16.8531
2541 593 27.7946
3454 2540 42.6246
1376 5095 75.8178
936 7647 76.0741
4953 9208 14.7661
3718 9162 54.4166
6296 8587 0.454113
3254 6681 56.8715
842 1559 23.4561
640 2440 75.0268
9679 5333 68.6588
1060 4259 38.8622
1093 7555 29.7439
5204 5604 98.1281
5928 3598 41.2262
6566 7892 34.5146
3804 1598 91.3496
9690 8978 18.4041
4166 7933 78.6671
6201 6970 90.734
3621 1444 80.8954
2475 5404 78.7117
947 966 90.3213
8976 5311 80.3797
8635 5972 59.8041
9704 5583 49.9132
2347 7643 45.1619
5682 5338 83.3907
643 3069 19.5687
2871 8262 75.0653
9384 6112 9.89194
423 5747 9.48912
4449 4465 30.5725
2561 4814 89.8966
5738 6429 34.1116
1503 6343 96.2618
7046 8149 83.7363
7884 5714 31.1273
1075 4936 30.223
5303 9409 58.3024
5186 1846 99.5988
150 7931 80.937
1213 7056 85.2161
1520 8313 21.1746
7174 4813 74.9234
9202 8738 34.0968
4999 8828 53.8741
2463 6906 15.638
2109 5151 20.3264
6880 8115 25.4347
6647 890 28.1035
249 4564 3.30944
2025 3735 88.7315
7518 4472 32.2953
6657 4246 28.6014
7080 2185 58.581
7485 8802 5.5339
3713 9083 98.8053
425 8847 18.743
5840 5814 98.9797
5179 7037 4.18468
5166 7824 66.1824
2803 5247 7.74584
2972 2033 72.0271
3964 377 49.8875
4053 5630 41.9055
4820 2667 60.3434
607 638 72.1226
5547 3674 83.2967
7358 2338 33.2795
9812 6535 60.4269
5885 1707 22.0052
2115 3105 32.8097
3779 3148 34.1621
6504 1596 96.0084
8912 8051 42.7929
3713 4069 54.4108
110 2091 85.61
7758 5863 23.0088
3862 8235 10.4598
1016 2124 17.1954
3759 2137 43.3325
5864 919 22.5333
6578 2628 29.1049
3698 7579 5.07213
3374 8398 2.01095
3510 7590 14.6035
4484 8053 66.7457
3610 7377 14.2408
4924 8111 33.1496
5915 3394 76.55
2349 2554 15.1305
6370 7548 39.41
2774 5246 68.0912
9660 1959 68.5337
8770 9563 9.8735
3352 9537 36.9001
2048 1270 53.9114
7312 4773 89.5307
8793 6776 30.5003
6409 4014 85.1494
4725 252 68.3007
3777 1447 78.1343
5529 2058 1.0689
6008 7681 9.17938
6763 4087 91.2971
8540 514 33.1789
5449 2808 70.9828
404 1626 59.3516
12 2979 80.0069
3701 7169 64.8065
1726 7736 50.3595
5580 3632 28.3142
2722 243 97.1164
3493 531 5.05816
8197 9564 56.9668
1533 5543 97.3176
2162 4827 16.1877
1674 2236 68.2374
336 9333 94.3136
4694 4210 89.1547
6301 2472 81.1031
3675 7469 7.14043
8912 632 27.7981
4564 7296 39.4926
3548 8453 99.4418
9236 7075 92.2908
7020 1340 48.6255
2649 9544 98.824
5649 3285 60.8171
9486 7108 53.2378
4849 715 64.8018
3547 9884 19.8904
8714 7097 10.8513
1991 5179 26.4324
7179 6027 9.73935
2802 7866 95.9719
1530 6069 44.2952
1102 123 93.2549
5647 390 64.3157
8051 1773 54.5319
6525 9505 93.3717
7249 9640 60.4007
4862 2972 52.7022
2982 2722 16.7405
1665 6036 43.6553
8938 6807 17.0298
3689 3252 37.3546
2956 47 19.6194
7847 9860 52.1085
6537 698 10.7074
7505 265 98.3928
5050 2247 33.1657
2130 8646 99.3555
6178 7347 27.4048
4126 5305 29.4051
7901 8229 48.8891
3324 7877 13.263
797 8308 66.9427
3809 4202 62.784
5515 5195 85.7562
411 6022 28.5164
6033 6636 98.8383
